epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,256.859,1.22538,1.21456,1.37477,0.72051,1,0.78897,0.55268,0.52414,23.2242,0.71325,0.00107289,0.00107289,0.00107289
17,272.105,1.06584,1.00881,1.29637,0.71987,1,0.82683,0.52236,0.61588,28.7745,0.8087,0.00112774,0.00112774,0.00112774
18,287.551,0.96579,0.92491,1.2669,0.71821,1,0.84859,0.55905,0.57433,18.9347,0.75722,0.00118101,0.00118101,0.00118101
19,305.912,1.18091,1.00091,1.3077,0.7411,0.99109,0.80448,0.54021,0.55486,15.6378,0.66136,0.0012327,0.0012327,0.0012327
20,321.919,1.0888,1.0418,1.31736,0.71881,1,0.85016,0.52977,0.66867,13.0816,0.76943,0.0012828,0.0012828,0.0012828
21,337.191,1.00073,1.02836,1.31462,0.72312,1,0.82884,0.51445,0.63955,10.1506,0.72496,0.00133132,0.00133132,0.00133132
22,352.309,1.17351,1.0493,1.3563,0.71868,0.98285,0.86851,0.62135,0.54305,10.1425,0.67705,0.00137825,0.00137825,0.00137825
23,367.484,1.07413,0.94191,1.32888,0.5743,0.92308,0.70933,0.36818,0.70874,11.4192,0.85991,0.0014236,0.0014236,0.0014236
24,382.368,1.05798,0.94983,1.33478,0.67582,0.92308,0.7754,0.43894,0.71196,10.5377,0.81397,0.00146737,0.00146737,0.00146737
25,397.539,1.0473,0.91271,1.28911,0.56945,0.88462,0.63774,0.37577,0.7053,11.2794,0.79216,0.00150955,0.00150955,0.00150955
26,413.354,1.21992,1.1106,1.47979,0.58735,0.88462,0.63251,0.41387,0.62167,12.2705,0.72108,0.001505,0.001505,0.001505
27,428.889,0.97398,0.93184,1.29558,0.62835,0.84539,0.64004,0.35457,0.79568,11.239,0.86799,0.0014852,0.0014852,0.0014852
28,444.309,0.98825,0.91081,1.28964,0.71329,0.957,0.74084,0.54721,0.53821,12.8977,0.65743,0.0014654,0.0014654,0.0014654
29,459.62,1.01068,0.90977,1.27447,0.71916,1,0.76808,0.53692,0.5179,16.4379,0.6356,0.0014456,0.0014456,0.0014456
30,475.03,0.95131,0.89555,1.26167,0.71996,1,0.72833,0.46122,0.63697,14.3338,0.77202,0.0014258,0.0014258,0.0014258
31,512.879,1.02976,0.8258,1.30603,0.65345,0.96154,0.72131,0.45972,0.63671,14.6098,0.77234,0.001406,0.001406,0.001406
32,573.541,1.05377,0.87506,1.28374,0.70489,0.96154,0.74214,0.46144,0.61039,16.1971,0.72296,0.0013862,0.0013862,0.0013862
33,588.533,1.08981,0.79538,1.26981,0.66347,1,0.67201,0.42459,0.58521,16.276,0.75913,0.0013664,0.0013664,0.0013664
34,603.956,0.97219,0.80112,1.29063,0.71898,1,0.71861,0.53799,0.49512,16.7673,0.69368,0.0013466,0.0013466,0.0013466
35,618.869,0.97675,0.75586,1.24553,0.69903,1,0.70213,0.43234,0.62189,17.8843,0.8002,0.0013268,0.0013268,0.0013268
36,634.076,0.98673,0.78342,1.2231,0.67655,0.96546,0.6929,0.44372,0.57456,18.1603,0.77149,0.001307,0.001307,0.001307
37,649.725,1.19506,1.07721,1.50122,0.71861,1,0.71861,0.44624,0.56093,17.387,0.70467,0.0012872,0.0012872,0.0012872
38,664.511,1.07792,0.80719,1.30449,0.7209,1,0.71861,0.49957,0.55542,17.5761,0.68674,0.0012674,0.0012674,0.0012674
39,679.409,1.00219,0.69847,1.2554,0.7215,1,0.80833,0.5974,0.46954,17.9045,0.61663,0.0012476,0.0012476,0.0012476
40,694.598,1.05371,0.72546,1.2676,0.78778,0.99945,0.87351,0.65314,0.47357,17.2811,0.61585,0.0012278,0.0012278,0.0012278
41,709.823,0.98348,0.70224,1.2783,0.72049,1,0.83942,0.63396,0.44923,14.7655,0.5831,0.001208,0.001208,0.001208
42,725.315,1.03398,0.7118,1.26143,0.72022,1,0.84091,0.5957,0.48902,11.8044,0.61289,0.0011882,0.0011882,0.0011882
43,740.536,1.00555,0.7324,1.27592,0.71979,1,0.85647,0.56678,0.63881,11.2695,0.69317,0.0011684,0.0011684,0.0011684
44,755.806,1.20052,0.78522,1.28242,0.74207,0.96154,0.89944,0.61589,0.56552,11.3766,0.65714,0.0011486,0.0011486,0.0011486
45,770.956,0.9781,0.68511,1.25303,0.82049,0.92308,0.91048,0.60855,0.53802,12.4325,0.66989,0.0011288,0.0011288,0.0011288
46,786.134,1.00391,0.6926,1.28126,0.73656,0.96154,0.86882,0.62341,0.44864,12.1131,0.58435,0.001109,0.001109,0.001109
47,801.27,0.96885,0.67139,1.2076,0.71824,1,0.86177,0.65683,0.4153,11.5132,0.54634,0.0010892,0.0010892,0.0010892
48,816.386,0.9566,0.67112,1.30099,0.71921,1,0.83028,0.65633,0.39943,11.822,0.53524,0.0010694,0.0010694,0.0010694
49,831.344,1.04678,0.71751,1.29083,0.73215,0.96154,0.81574,0.64948,0.42232,13.0071,0.55316,0.0010496,0.0010496,0.0010496
50,846.465,0.92486,0.63649,1.20386,0.7336,1,0.73914,0.56336,0.46881,14.8537,0.58943,0.0010298,0.0010298,0.0010298
51,861.644,0.91967,0.6347,1.20063,0.71817,1,0.73041,0.56225,0.4158,16.6872,0.56197,0.00101,0.00101,0.00101
52,876.478,0.98125,0.70669,1.27753,0.71845,1,0.74545,0.57386,0.40432,17.3366,0.54059,0.0009902,0.0009902,0.0009902
53,891.529,0.97452,0.79337,1.27007,0.72147,0.99634,0.74774,0.56618,0.44291,17.0079,0.56057,0.0009704,0.0009704,0.0009704
54,906.565,0.84531,0.6107,1.1357,0.75735,0.96038,0.75567,0.5874,0.39918,15.9454,0.53621,0.0009506,0.0009506,0.0009506
55,921.697,0.86389,0.62058,1.18563,0.72129,1,0.77973,0.55308,0.54099,14.8248,0.64449,0.0009308,0.0009308,0.0009308
56,936.888,0.98999,0.64369,1.25971,0.72084,1,0.84804,0.58401,0.57584,13.705,0.71426,0.000911,0.000911,0.000911
57,952.04,1.09484,0.73452,1.32468,0.72053,1,0.83438,0.60556,0.52397,12.2731,0.65726,0.0008912,0.0008912,0.0008912
58,967.069,0.94666,0.64158,1.25399,0.73145,1,0.79962,0.55843,0.53821,11.6494,0.66518,0.0008714,0.0008714,0.0008714
59,982.275,0.81633,0.56769,1.1212,0.73939,1,0.8388,0.64129,0.45965,11.462,0.59454,0.0008516,0.0008516,0.0008516
60,997.471,0.98564,0.64459,1.19673,0.7598,1,0.88615,0.68346,0.3917,11.9875,0.55275,0.0008318,0.0008318,0.0008318
61,1012.77,0.91503,0.62387,1.24444,0.77677,1,0.85168,0.64887,0.43481,12.7996,0.58695,0.000812,0.000812,0.000812
62,1028.26,0.88161,0.62595,1.18831,0.77517,1,0.815,0.64478,0.41343,12.8226,0.56915,0.0007922,0.0007922,0.0007922
63,1043.56,0.79624,0.61954,1.12083,0.72481,1,0.79364,0.60725,0.41006,13.1371,0.55644,0.0007724,0.0007724,0.0007724
64,1058.58,0.83396,0.76302,1.18757,0.72177,1,0.76048,0.56772,0.41286,14.0771,0.55588,0.0007526,0.0007526,0.0007526
65,1073.99,0.98354,0.61048,1.23162,0.72164,1,0.75889,0.6139,0.36267,14.571,0.53414,0.0007328,0.0007328,0.0007328
66,1089.11,0.86687,0.57833,1.1904,0.72091,1,0.74533,0.60703,0.34215,15.1657,0.52283,0.000713,0.000713,0.000713
67,1104.16,0.77416,0.58311,1.12614,0.72099,1,0.73123,0.59261,0.36504,15.7501,0.52147,0.0006932,0.0006932,0.0006932
68,1119.22,0.92779,0.64442,1.21436,0.721,1,0.75273,0.57804,0.39803,16.1627,0.54893,0.0006734,0.0006734,0.0006734
69,1134.08,0.86819,0.58272,1.15056,0.71951,1,0.73606,0.5692,0.42737,16.0749,0.57745,0.0006536,0.0006536,0.0006536
70,1149.12,0.81509,0.55789,1.1529,0.72067,1,0.7461,0.59396,0.39335,16.0721,0.55397,0.0006338,0.0006338,0.0006338
71,1164.34,0.74401,0.55137,1.12873,0.72118,1,0.73996,0.60206,0.35858,16.7033,0.52308,0.000614,0.000614,0.000614
72,1179.45,0.81305,0.55822,1.142,0.72151,1,0.73914,0.60898,0.34614,16.5628,0.50408,0.0005942,0.0005942,0.0005942
73,1194.72,0.90451,0.62018,1.22098,0.72133,1,0.73914,0.61311,0.3331,16.421,0.49618,0.0005744,0.0005744,0.0005744
74,1210.05,0.8622,0.52073,1.13866,0.72102,1,0.74431,0.61993,0.31974,16.5573,0.48949,0.0005546,0.0005546,0.0005546
75,1225.49,0.79248,0.52416,1.15281,0.72102,1,0.7371,0.59262,0.3326,16.4622,0.49292,0.0005348,0.0005348,0.0005348
76,1240.56,0.79211,0.60265,1.14652,0.72103,1,0.73626,0.59469,0.35567,16.4933,0.50662,0.000515,0.000515,0.000515
77,1255.84,0.9077,0.58312,1.21811,0.72106,1,0.76121,0.60938,0.38582,16.7521,0.52914,0.0004952,0.0004952,0.0004952
78,1271,0.83906,0.61458,1.15192,0.72158,1,0.77335,0.60763,0.37803,16.8791,0.52962,0.0004754,0.0004754,0.0004754
79,1294.24,0.70166,0.49006,1.09048,0.722,1,0.76912,0.62693,0.35103,17.0199,0.50877,0.0004556,0.0004556,0.0004556
80,1319.84,0.79077,0.53283,1.14966,0.72875,1,0.76912,0.64852,0.34026,17.3183,0.50015,0.0004358,0.0004358,0.0004358
81,1344.75,0.70152,0.5006,1.1339,0.73649,1,0.7707,0.63557,0.33707,17.3821,0.5008,0.000416,0.000416,0.000416
82,1365.39,0.68653,0.49989,1.11566,0.72193,1,0.79488,0.65775,0.33008,17.3601,0.49594,0.0003962,0.0003962,0.0003962
83,1380.33,0.72872,0.50004,1.1323,0.72174,1,0.78748,0.65502,0.31863,17.1614,0.4884,0.0003764,0.0003764,0.0003764
84,1395.76,0.81638,0.51555,1.12337,0.72099,1,0.78885,0.67829,0.30788,16.766,0.48253,0.0003566,0.0003566,0.0003566
85,1411.44,0.67169,0.50389,1.08369,0.72098,1,0.77035,0.64604,0.32184,16.4536,0.49287,0.0003368,0.0003368,0.0003368
86,1428.38,0.79889,0.52439,1.10996,0.72093,1,0.76316,0.6225,0.37776,16.2819,0.51785,0.000317,0.000317,0.000317
87,1443.86,0.73116,0.47271,1.10686,0.7187,1,0.76722,0.62346,0.38896,16.2566,0.52,0.0002972,0.0002972,0.0002972
88,1459.39,0.75461,0.47682,1.12427,0.72099,1,0.77344,0.63521,0.33373,16.2245,0.48921,0.0002774,0.0002774,0.0002774
89,1475.25,0.7166,0.49635,1.09971,0.721,1,0.76331,0.64654,0.30042,16.2573,0.47104,0.0002576,0.0002576,0.0002576
90,1491.3,0.71955,0.47389,1.08667,0.72102,1,0.77263,0.66698,0.29333,16.51,0.46683,0.0002378,0.0002378,0.0002378
91,1507.79,0.68981,0.75435,1.11548,0.72104,1,0.77395,0.67512,0.28773,17.2715,0.462,0.000218,0.000218,0.000218
92,1524.14,0.57284,0.61734,1.03217,0.72108,1,0.77608,0.68548,0.28348,17.6278,0.46041,0.0001982,0.0001982,0.0001982
93,1540.48,0.61804,0.58817,1.09924,0.72108,1,0.75079,0.67077,0.27289,17.322,0.45619,0.0001784,0.0001784,0.0001784
94,1556.73,0.56166,0.55707,1.0931,0.72106,1,0.73153,0.6458,0.2673,16.8755,0.45335,0.0001586,0.0001586,0.0001586
95,1572.88,0.63795,0.56686,1.03104,0.71996,1,0.73229,0.65119,0.26493,16.3876,0.45327,0.0001388,0.0001388,0.0001388
96,1588.6,0.62566,0.56108,1.06342,0.71964,1,0.71861,0.63394,0.27115,16.0273,0.45902,0.000119,0.000119,0.000119
97,1604.27,0.5793,0.53045,1.07831,0.71973,1,0.72988,0.64251,0.27728,16.0291,0.46385,9.92e-05,9.92e-05,9.92e-05
98,1620.21,0.6484,0.57528,1.14646,0.72003,1,0.74598,0.66137,0.272,16.3255,0.46148,7.94e-05,7.94e-05,7.94e-05
99,1636.11,0.56556,0.52833,1.00161,0.71987,1,0.75447,0.66139,0.27117,16.7367,0.46117,5.96e-05,5.96e-05,5.96e-05
100,1651.78,0.56591,0.53282,1.09123,0.71983,1,0.76592,0.6716,0.27197,17.005,0.46215,3.98e-05,3.98e-05,3.98e-05
